"tplace","fplace","id","from","to","fid","tid","fpid","tpi","date","lang","archive","year","flat","flng","tlat","tlng"
"Heilsberg","Rome",2820,"HANNAU Kaspar","DANTISCUS Ioannes",210,1,7,1,"1545-04-26","Latin","BCz",1545,41.872389,12.48018,54.130825,20.5672699
"Heilsberg","Frauenburg",2540,"Ermland, Chapter","DANTISCUS Ioannes",985,1,49,1,"1542-02-13","Latin","BCz",1542,54.357478,19.680072,54.130825,20.5672699
"Heilsberg","Marienburg",3310,"KOSTKA Stanisław","DANTISCUS Ioannes",185,1,83,1,"1547-11-28","German","BCz",1547,52.172531,9.766577,54.130825,20.5672699
"Heilsberg","Cracow",2905,"MACIEJOWSKI Samuel","DANTISCUS Ioannes",38,1,2,1,"1546-01-23","Latin","BCz",1546,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Elbing",3172,"Elbing, town council","DANTISCUS Ioannes",984,1,166,1,"1547-07-25","German","BCz",1547,54.156061,19.40449,54.130825,20.5672699
"Heilsberg","Sandomierz",2691,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,184,1,"1543-12-01","Latin","BCz",1543,50.682241,21.750178,54.130825,20.5672699
"Heilsberg","Graudenz",3015,"KOSTKA Stanisław","DANTISCUS Ioannes",185,1,134,1,"1546-11-18","German","BCz",1546,53.483749,18.753565,54.130825,20.5672699
"Heilsberg","Sandomierz",2571,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,184,1,"1542-06-13","Latin","AAWO",1542,50.682241,21.750178,54.130825,20.5672699
"Heilsberg","Cracow",3118,"ALLEXWANGEN Martin","DANTISCUS Ioannes",353,1,2,1,"1547-06-12","Latin","BCz",1547,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Piotrków",2705,"MACIEJOWSKI Samuel","DANTISCUS Ioannes",38,1,6,1,"1544-02-16","Latin","BCz",1544,51.405172,19.703024,54.130825,20.5672699
"Heilsberg","Szreńsk",2937,"SRZEŃSKI Szczęsny (Feliks)","DANTISCUS Ioannes",162,1,136,1,"1546-03-17","Latin","BCz",1546,53.012371,20.120033,54.130825,20.5672699
"Heilsberg","Warsaw",5711,"Sigismund I  Jagiellon","DANTISCUS Ioannes",24,1,254,1,"1544-04-08","Latin","BNW",1544,52.229676,21.012229,54.130825,20.5672699
"Heilsberg","Warsaw",3442,"Bona  Sforza","DANTISCUS Ioannes",7,1,254,1,"1548-09-04","Latin","BCz",1548,52.229676,21.012229,54.130825,20.5672699
"Heilsberg","Sandomierz",2678,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,184,1,"1543-11-10","Latin","BCz",1543,50.682241,21.750178,54.130825,20.5672699
"Heilsberg","Braunsberg",4699,"Braunsberg, town council","DANTISCUS Ioannes",976,1,199,1,"1548-02-21","German","AAWO",1548,50.995027,7.202504,54.130825,20.5672699
"Heilsberg","Warsaw",2716,"Bona  Sforza","DANTISCUS Ioannes",7,1,254,1,"1544-04-19","Latin","BCz",1544,52.229676,21.012229,54.130825,20.5672699
"Heilsberg","Königsberg",2321,"KUNHEIM Georg von","DANTISCUS Ioannes",393,1,84,1,"1540-07-08","German","BCz",1540,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Warsaw",2717,"SOLFA Jan Benedyktowicz","DANTISCUS Ioannes",83,1,254,1,"1544-04-20","Latin","BK",1544,52.229676,21.012229,54.130825,20.5672699
"Heilsberg","Graudenz",3053,"Graudenz, town council","DANTISCUS Ioannes",993,1,134,1,"1547-02-27","German","BCz",1547,53.483749,18.753565,54.130825,20.5672699
"Heilsberg","Elbing",2909,"FRIEDWALD Nikolaus","DANTISCUS Ioannes",303,1,166,1,"1546-02-06","German","BCz",1546,54.156061,19.40449,54.130825,20.5672699
"Heilsberg","Marienburg",3414,"KOSTKA Stanisław","DANTISCUS Ioannes",185,1,83,1,"1548-07-19","German","BCz",1548,52.172531,9.766577,54.130825,20.5672699
"Heilsberg","Vilnius",3110,"WŁOSZEK Stanisław","DANTISCUS Ioannes",304,1,8,1,"1547-06-08","Latin","BK",1547,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Frauenburg",2358,"Ermland, Chapter","DANTISCUS Ioannes",985,1,49,1,"1540-11-18","Latin","BCz",1540,54.357478,19.680072,54.130825,20.5672699
"Heilsberg","Vilnius",3008,"WŁOSZEK Stanisław","DANTISCUS Ioannes",304,1,8,1,"1546-11-06","Latin","BK",1546,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Wartenburg",4888,"DANTISCUS Ioannes","Albrecht I von Hohenzollern-Ansbach",1,18,215,1,"1543-06-18","German","GStA PK",1543,51.810597,12.777408,54.130825,20.5672699
"Heilsberg","Cracow",3043,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,2,1,"1547-02-17","Latin","BCz",1547,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Vilnius",2474,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,8,1,"1541-08-03","Latin","BCz",1541,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Wieliczka",2319,"BONER Seweryn","DANTISCUS Ioannes",242,1,231,1,"1540-06-10","Latin","BCz",1540,49.987062,20.064797,54.130825,20.5672699
"Heilsberg","Cracow",3384,"ALLEXWANGEN Martin","DANTISCUS Ioannes",353,1,2,1,"1548-06-29","Latin","BCz",1548,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Cracow",2606,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,2,1,"1542-12-04","Latin","BCz",1542,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Vilnius",2510,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,8,1,"1541-11-05","Latin","BCz",1541,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Arys",6332,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,424,1,"1541-10-01","German","BCz",1541,53.8039648,21.9570225,54.130825,20.5672699
"Heilsberg","Königsberg",5036,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,84,1,"1541-08-10","German","BCz",1541,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Frauenburg",2952,"Ermland, Chapter","DANTISCUS Ioannes",985,1,49,1,"1546-04-15","Latin","BCz",1546,54.357478,19.680072,54.130825,20.5672699
"Heilsberg","Vilnius",2479,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,8,1,"1541-08-13","Latin","BCz",1541,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Marienburg",3181,"KOSTKA Stanisław","DANTISCUS Ioannes",185,1,83,1,"1547-08-03","German","BCz",1547,52.172531,9.766577,54.130825,20.5672699
"Heilsberg","Gdańsk",2668,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,1,"1543-10-20","German","BCz",1543,54.352025,18.646638,54.130825,20.5672699
"Heilsberg","Piotrków",2698,"ZEHMEN Achatius von","DANTISCUS Ioannes",16,1,6,1,"1544-02-02","German","BCz",1544,51.405172,19.703024,54.130825,20.5672699
"Heilsberg","Marienburg",4619,"KOSTKA Stanisław","DANTISCUS Ioannes",185,1,83,1,"1545-09-05","German","AAWO",1545,52.172531,9.766577,54.130825,20.5672699
"Heilsberg","Vilnius",2520,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,8,1,"1540-12-23","Latin","AAWO",1540,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Gdańsk",2489,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,1,"1543-03-16","German","AAWO",1543,54.352025,18.646638,54.130825,20.5672699
"Heilsberg","Königsberg",5008,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,84,1,"1540-09-16","German","BCz",1540,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Piotrków",3343,"HÖFEN Johann von","DANTISCUS Ioannes",312,1,6,1,"1548-02-06","Latin","BCz",1548,51.405172,19.703024,54.130825,20.5672699
"Heilsberg","Preußisch Mark ",4684,"WERDEN Johann von","DANTISCUS Ioannes",9,1,161,1,"1547-08-13","Low German","AAWO",1547,NA,NA,54.130825,20.5672699
"Heilsberg","Löbau",4785,"GIESE Tiedemann","DANTISCUS Ioannes",275,1,15,1,"1543-07-14","Latin","AAWO",1543,51.096229,14.670178,54.130825,20.5672699
"Heilsberg","Piotrków",3187,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,6,1,"1547-08-09","Latin","BCz",1547,51.405172,19.703024,54.130825,20.5672699
"Heilsberg","Wiener Neustadt",2482,"ZEHMEN Fabian von","DANTISCUS Ioannes",118,1,34,1,"1541-08-17","German","BCz",1541,47.80279,16.23318,54.130825,20.5672699
"Heilsberg","Frauenburg",3441,"LOK Mikołaj","DANTISCUS Ioannes",322,1,49,1,"1548-09-03","Latin","BCz",1548,54.357478,19.680072,54.130825,20.5672699
"Heilsberg","Rome",2387,"MAGNUS Ioannes","DANTISCUS Ioannes",132,1,7,1,"1541-02-14","Latin","BCz",1541,41.872389,12.48018,54.130825,20.5672699
"Heilsberg","Vilnius",2354,"MACIEJOWSKI Samuel","DANTISCUS Ioannes",38,1,8,1,"1540-11-15","Latin","BCz",1540,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Cracow",2943,"Bona  Sforza","DANTISCUS Ioannes",7,1,2,1,"1546-03-28","Latin","BCz",1546,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Löbau",4797,"GIESE Tiedemann","DANTISCUS Ioannes",275,1,15,1,"1547-08-21","Latin","AAWO",1547,51.096229,14.670178,54.130825,20.5672699
"Heilsberg","Marienburg",4704,"KOSTKA Stanisław","DANTISCUS Ioannes",185,1,83,1,"1548-04-20","German","AAWO",1548,52.172531,9.766577,54.130825,20.5672699
"Heilsberg","Piotrków",3174,"GRABIA Mikołaj","DANTISCUS Ioannes",224,1,6,1,"1547-07-26","Latin","BCz",1547,51.405172,19.703024,54.130825,20.5672699
"Heilsberg","Halle an der Saale",4105,"Johann Albrecht von Brandenburg-Ansbach","DANTISCUS Ioannes",117,1,79,1,"1541-09-10","German","AAWO",1541,51.49698,11.968803,54.130825,20.5672699
"Heilsberg","Thorn",2910,"Thorn, town council","DANTISCUS Ioannes",1010,1,18,1,"1546-02-09","German","BCz",1546,53.01379,18.598444,54.130825,20.5672699
"Heilsberg","Vilnius",2562,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,8,1,"1542-04-25","Latin","AAWO",1542,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Braunsberg",3379,"PREUCKEN Georg von","DANTISCUS Ioannes",320,1,199,1,"1548-06-15","German","BCz",1548,50.995027,7.202504,54.130825,20.5672699
"Heilsberg","Braunsberg",3331,"WERSFELT Ludwig","DANTISCUS Ioannes",412,1,199,1,"1548-01-21","German","BCz",1548,50.995027,7.202504,54.130825,20.5672699
"Heilsberg","Braunsberg",3370,"PREUCKEN Georg von","DANTISCUS Ioannes",320,1,199,1,"1548-05-13","German","BCz",1548,50.995027,7.202504,54.130825,20.5672699
"Heilsberg","Löbau",2802,"GIESE Tiedemann","DANTISCUS Ioannes",275,1,15,1,"1545-03-17","Latin","",1545,51.096229,14.670178,54.130825,20.5672699
"Heilsberg","Augsburg",4578,"FUGGER Anton","DANTISCUS Ioannes",173,1,29,1,"1544-01-19","German","AAWO",1544,48.370545,10.89779,54.130825,20.5672699
"Heilsberg","Königsberg",5136,"Albrecht I von Hohenzollern-Ansbach","BAYSEN Johann von",18,275,84,1,"1547-07-18","German","BCz",1547,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Rome",2885,"HANNAU Kaspar","DANTISCUS Ioannes",210,1,7,1,"1545-11-16","Latin","AAWO",1545,41.872389,12.48018,54.130825,20.5672699
"Heilsberg","Heiligenbeil",4925,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,371,1,"1543-01-22","German","AAWO",1543,53.027644,8.728428,54.130825,20.5672699
"Heilsberg","Cracow",5723,"Sigismund I  Jagiellon","DANTISCUS Ioannes",24,1,2,1,"1545-08-22","Latin","BNW",1545,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Gdańsk",3002,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,1,"1546-10-19","German","BCz",1546,54.352025,18.646638,54.130825,20.5672699
"Heilsberg","Rome",2585,"WEZE Johan","DANTISCUS Ioannes",82,1,7,1,"1542-08-26","Latin","BCz",1542,41.872389,12.48018,54.130825,20.5672699
"Heilsberg","Vilnius",3079,"ZBOROWSKI Piotr","DANTISCUS Ioannes",379,1,8,1,"1547-04-12","Latin","BCz",1547,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Wormditt",4617,"Wormditt, town council","DANTISCUS Ioannes",1015,1,207,1,"1547-08-23","German","AAWO",1547,54.115831,20.130606,54.130825,20.5672699
"Heilsberg","Frauenburg",2945,"FERBER Mauritius, jr.","DANTISCUS Ioannes",1302,1,49,1,"1546-04-10","Latin","BCz",1546,54.357478,19.680072,54.130825,20.5672699
"Heilsberg","Trento",2853,"MAGNUS Olaus","DANTISCUS Ioannes",1114,1,264,1,"1545-08-01","Latin","AAWO",1545,46.070092,11.119763,54.130825,20.5672699
"Heilsberg","Königsberg",5039,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,84,1,"1541-08-14","German","BCz",1541,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Stuhm ",2683,"REYMAN Absalom","DANTISCUS Ioannes",350,1,132,1,"1546-11-14","German","BCz",1546,53.632826,10.102875,54.130825,20.5672699
"Heilsberg","Neuenburg ",2503,"WERDEN Johann von","DANTISCUS Ioannes",9,1,147,1,"1541-10-17","German","BCz",1541,48.848368,8.587997,54.130825,20.5672699
"Heilsberg","Cracow",3431,"ZBOROWSKI Piotr","DANTISCUS Ioannes",379,1,2,1,"1548-08-11","Latin","BCz",1548,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Cracow",2812,"Bona  Sforza","DANTISCUS Ioannes",7,1,2,1,"1545-03-28","Latin","BCz",1545,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Königsberg",5002,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,84,1,"1540-06-16","German","BCz",1540,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Mewe",2331,"BAYSEN Georg von","DANTISCUS Ioannes",144,1,99,1,"1540-08-11","German","BCz",1540,NA,NA,54.130825,20.5672699
"Heilsberg","Preußisch Mark ",4633,"WERDEN Johann von","DANTISCUS Ioannes",9,1,161,1,"1546-04-03","German","AAWO",1546,NA,NA,54.130825,20.5672699
"Heilsberg","Preußisch Mark ",3407,"WERDEN Johann von","DANTISCUS Ioannes",9,1,161,1,"1548-07-12","German","BCz",1548,NA,NA,54.130825,20.5672699
"Heilsberg","Vilnius",2353,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,8,1,"1540-11-13","Latin","BCz",1540,54.687156,25.279651,54.130825,20.5672699
"Heilsberg"," s.l.",6310,"ZZZZZUNK","DANTISCUS Ioannes",943,1,3,1,"1545-03-30","German","AAWO",1545,NA,NA,54.130825,20.5672699
"Heilsberg","Paris",2543,"KNOBELSDORF Eustathius","DANTISCUS Ioannes",344,1,106,1,"1542-03-02","Latin","BCz",1542,48.856614,2.352222,54.130825,20.5672699
"Heilsberg","Poznań",2537,"GÓRKA Łukasz","DANTISCUS Ioannes",181,1,121,1,"1542-02-11","Latin","BCz",1542,52.406374,16.925168,54.130825,20.5672699
"Heilsberg","Świecie",4706,"KONOPAT Georg von jr.","DANTISCUS Ioannes",2403,1,208,1,"1548-06-09","German","AAWO",1548,53.409384,18.447386,54.130825,20.5672699
"Heilsberg","Königsberg",4672,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,84,1,"1547-05-05","German","AAWO",1547,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Gdańsk",4803,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,1,"1541-05-30","German","AAWO",1541,54.352025,18.646638,54.130825,20.5672699
"Heilsberg","Frauenburg",3369,"HANNAU Johann, jr.","DANTISCUS Ioannes",298,1,49,1,"1548-05-23","Latin","BCz",1548,54.357478,19.680072,54.130825,20.5672699
"Heilsberg","Marienburg",4686,"WERSFELT Ludwig","DANTISCUS Ioannes",412,1,83,1,"1547-09-02","German","AAWO",1547,52.172531,9.766577,54.130825,20.5672699
"Heilsberg","Cracow",3392,"TARNOWSKI Jan Amor","DANTISCUS Ioannes",88,1,2,1,"1548-07-01","Latin","BCz",1548,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Rome",2911,"HANNAU Kaspar","DANTISCUS Ioannes",210,1,7,1,"1546-02-13","Latin","AAWO",1546,41.872389,12.48018,54.130825,20.5672699
"Heilsberg","Vilnius",2355,"Bona  Sforza","DANTISCUS Ioannes",7,1,8,1,"1540-11-16","Latin","BCz",1540,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Brest-Litovsk",2748,"GÓRSKI Stanisław","DANTISCUS Ioannes",339,1,246,1,"1544-08-17","Latin","BCz",1544,52.133333,23.666667,54.130825,20.5672699
"Heilsberg","Königsberg",5021,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,84,1,"1541-03-30","German","BCz",1541,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Thorn",3316,"AURIMONTANUS Hieronymus","DANTISCUS Ioannes",4,1,18,1,"1548-01-10","Latin","BK",1548,53.01379,18.598444,54.130825,20.5672699
"Heilsberg","Cracow",2774,"TORRE Marco de la","DANTISCUS Ioannes",168,1,2,1,"1544-12-06","Latin","AAWO",1544,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Marienburg",2930,"KOSTKA Stanisław","DANTISCUS Ioannes",185,1,83,1,"1546-03-08","German","BCz",1546,52.172531,9.766577,54.130825,20.5672699
"Heilsberg","Cracow",2404,"GAMRAT Piotr","DANTISCUS Ioannes",103,1,2,1,"1541-03-16","Latin","BCz",1541,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Gdańsk",4580,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,1,"1544-03-09","German","AAWO",1544,54.352025,18.646638,54.130825,20.5672699
"Heilsberg","Piotrków",2596,"GAMRAT Piotr","DANTISCUS Ioannes",103,1,6,1,"1542-10-21","Latin","BCz",1542,51.405172,19.703024,54.130825,20.5672699
"Heilsberg","Cracow",3362,"MACIEJOWSKI Samuel","DANTISCUS Ioannes",38,1,2,1,"1548-04-24","Latin","BCz",1548,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Vilnius",2545,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,8,1,"1542-03-13","Latin","AAWO",1542,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Oliwa",3374,"Adrianus, abbot in Oliwa","DANTISCUS Ioannes",316,1,274,1,"1548-05-22","Latin","BK",1548,54.410556,18.558889,54.130825,20.5672699
"Heilsberg","Frauenburg",2443,"Ermland, Chapter","DANTISCUS Ioannes",985,1,49,1,"1541-06-27","Latin","BCz",1541,54.357478,19.680072,54.130825,20.5672699
"Heilsberg","Königsberg",2526,"Friedrich  von der Ölsnitz","DANTISCUS Ioannes",387,1,84,1,"1542-01-03","German","BCz",1542,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Zachetzova",4711,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,356,1,"1548-08-21","German","AAWO",1548,NA,NA,54.130825,20.5672699
"Heilsberg","Vilnius",2555,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,8,1,"1542-03-31","Latin","AAWO",1542,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Frauenburg",2400,"Ermland, Chapter","DANTISCUS Ioannes",985,1,49,1,"1541-03-09","Latin","BCz",1541,54.357478,19.680072,54.130825,20.5672699
"Heilsberg","Vilnius",2556,"GRABIA Mikołaj","DANTISCUS Ioannes",224,1,8,1,"1542-03-31","Latin","BCz",1542,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Löbau",4783,"GIESE Tiedemann","DANTISCUS Ioannes",275,1,15,1,"1543-02-20","Latin","AAWO",1543,51.096229,14.670178,54.130825,20.5672699
"Heilsberg","Vilnius",2386,"Sigismund I  Jagiellon","DANTISCUS Ioannes",24,1,8,1,"1541-02-12","Latin","BCz",1541,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Vilnius",4637,"WOJANOWSKI Wojciech","DANTISCUS Ioannes",448,1,8,1,"1547-04-10","German","AAWO",1547,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Żarnowiec",2514,"DUNCKEN Anna","DANTISCUS Ioannes",1005,1,242,1,"1546-11-22","German","BCz",1546,50.478547,19.86271,54.130825,20.5672699
"Heilsberg","Trento",2839,"MAGNUS Olaus","DANTISCUS Ioannes",1114,1,264,1,"1545-06-14","Latin","BK",1545,46.070092,11.119763,54.130825,20.5672699
"Heilsberg","Cracow",2714,"TORRE Marco de la","DANTISCUS Ioannes",168,1,2,1,"1544-04-12","Latin","BK",1544,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Gdańsk",4585,"SCHEWECKE Georg","DANTISCUS Ioannes",33,1,24,1,"1544-04-30","German","AAWO",1544,54.352025,18.646638,54.130825,20.5672699
"Heilsberg","Trento",2882,"MAGNUS Olaus","DANTISCUS Ioannes",1114,1,264,1,"1545-11-01","Latin","AAWO",1545,46.070092,11.119763,54.130825,20.5672699
"Heilsberg","Königsberg",5084,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,84,1,"1543-11-29","German","AAWO",1543,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Antwerp",3017,"TUCHER Lazarus","DANTISCUS Ioannes",342,1,38,1,"1546-12-31","German","BCz",1546,51.219448,4.402464,54.130825,20.5672699
"Heilsberg","Brest-Litovsk",2745,"Bona  Sforza","DANTISCUS Ioannes",7,1,246,1,"1544-08-16","Latin","BCz",1544,52.133333,23.666667,54.130825,20.5672699
"Heilsberg","Königsberg",6328,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,84,1,"1540-04-06","German","BCz",1540,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Szamotuły",2511,"GÓRKA Łukasz","DANTISCUS Ioannes",181,1,240,1,"1541-11-07","Latin","BCz",1541,52.611655,16.577905,54.130825,20.5672699
"Heilsberg","Frauenburg",3014,"PŁOTOWSKI Paweł","DANTISCUS Ioannes",49,1,49,1,"1546-11-18","Latin","BK",1546,54.357478,19.680072,54.130825,20.5672699
"Heilsberg","Elbing",4602,"Elbing, town council","DANTISCUS Ioannes",984,1,166,1,"1544-11-09","German","AAWO",1544,54.156061,19.40449,54.130825,20.5672699
"Heilsberg","Löbau",2864,"GIESE Tiedemann","DANTISCUS Ioannes",275,1,15,1,"1545-09-06","Latin","BCz",1545,51.096229,14.670178,54.130825,20.5672699
"Heilsberg","Gdańsk",3274,"BARTHEN Jakob","DANTISCUS Ioannes",13,1,24,1,"1547-11-30","Latin","BCz",1547,54.352025,18.646638,54.130825,20.5672699
"Heilsberg","Vilnius",2919,"KALECKI Maciej","DANTISCUS Ioannes",195,1,8,1,"1546-03-02","Latin","BCz",1546,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Warsaw",2718,"LANGE Ioannes","DANTISCUS Ioannes",170,1,254,1,"1544-04-21","Latin","BK",1544,52.229676,21.012229,54.130825,20.5672699
"Heilsberg","Vilnius",2990,"Sigismund II Augustus  Jagiellon","DANTISCUS Ioannes",12,1,8,1,"1546-08-15","Latin","BCz",1546,54.687156,25.279651,54.130825,20.5672699
"Heilsberg","Frauenburg",3332,"CLEMENTH Bartholomeus a","DANTISCUS Ioannes",359,1,49,1,"1548-01-22","Latin","BCz",1548,54.357478,19.680072,54.130825,20.5672699
"Heilsberg","Marienburg",4703,"KOSTKA Stanisław","DANTISCUS Ioannes",185,1,83,1,"1548-04-08","German","AAWO",1548,52.172531,9.766577,54.130825,20.5672699
"Heilsberg","Gdańsk",5146,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,1,"1543-07-30","German","AAWO",1543,54.352025,18.646638,54.130825,20.5672699
"Heilsberg","Cracow",3363,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,2,1,"1548-04-26","Latin","BCz",1548,50.06465,19.94498,54.130825,20.5672699
"Heilsberg","Siena",2519,"PERRENOT Nicolas de Granvelle","DANTISCUS Ioannes",131,1,243,1,"1541-12-20","Latin","UUB",1541,43.318809,11.330757,54.130825,20.5672699
"Heilsberg","Königsberg",5020,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,84,1,"1541-03-24","German","BCz",1541,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Königsberg",5141,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,84,1,"1548-05-14","German","BCz",1548,54.7116095,20.46453,54.130825,20.5672699
"Heilsberg","Warsaw",2719,"Bona  Sforza","DANTISCUS Ioannes",7,1,254,1,"1544-04-21","Latin","BCz",1544,52.229676,21.012229,54.130825,20.5672699
"Heilsberg","Stuhm ",2914,"ZEHMEN Achatius von","DANTISCUS Ioannes",16,1,132,1,"1546-02-17","German","BCz",1546,53.632826,10.102875,54.130825,20.5672699
"Heilsberg","Frauenburg",6169,"Ermland, Chapter","DANTISCUS Ioannes",985,1,49,1,"1540-11-30","Latin","AAWO",1540,54.357478,19.680072,54.130825,20.5672699
